municipality,state,Country,admin_scale,lat,lng,passed,policy_summary,range,policy_type,link,resource,state_level_legal_status,state_level_legal_summary,point_total,pts_eviction_initiation_tot_10,pts_eviction_protect_tot_04,pts_eviction_pending_tot_03,pts_tenant_action_tot_00,pts_partial_rent_tot_01,pts_repayment_period_tot_05,pts_latefees_tot_03,pts_repayment_plan_tot_00,pts_courts_tot_15,pts_renter_protection_tot_06,ISO
,Prince Edward Island,Canada,State,,,TRUE,"Suspended evictions, implemented retal assistance benefits",3,Provincial,https://www.princeedwardisland.ca/en/information/social-development-and-housing/covid-19-supports-renters-and-landlords,,,,,,,,,,,,,,,CAN
,New Brunswick,Canada,State,,,TRUE,Suspended evictions until May 31,2,Provincial,https://www2.gnb.ca/content/gnb/en/news/news_release.2020.03.0139.html,,,,,,,,,,,,,,,CAN
,Nova Scotia,Canada,State,,,TRUE,Suspended evictions for 3 months,2,Provincial,https://globalnews.ca/news/6701640/n-s-bans-evictions/,,,,,,,,,,,,,,,CAN
,Newfoundland and Labrador,Canada,State,,,TRUE,Evictions are suspended,2,Provincial,https://www.gov.nl.ca/releases/2020/exec/0326n03/,,,,,,,,,,,,,,,CAN
,Yukon,Canada,State,,,TRUE,Banned evictions for non-payment of rent,2,Provincial,https://www.ctvnews.ca/health/coronavirus/rent-relief-what-each-province-is-doing-to-help-residential-tenants-during-the-pandemic-1.4877615,,,,,,,,,,,,,,,CAN
,Northwest Territories,Canada,State,,,TRUE,"Tenants can defer rent payments, no evictions",2,Provincial,https://www.cbc.ca/news/canada/north/rent-deferment-nwt-1.5530896,,,,,,,,,,,,,,,CAN
,Nunavut,Canada,State,,,FALSE,,1,Provincial,https://www.ctvnews.ca/health/coronavirus/rent-relief-what-each-province-is-doing-to-help-residential-tenants-during-the-pandemic-1.4877615),,,,,,,,,,,,,,,CAN
,,Croatia,Country,,,TRUE,"Prime Minister Andrej Plenkovic says there will not be foreclosures and evictions during the coronavirus crisis. Banks introduced a three-month moratorium on loan repayment. Also, banks decided not to enforce foreclosure on the debt of any company or citizen.",2,National,https://radio-mreznica.hr/vlada-donosi-paket-mjera-bez-ovrha-delozacija-63-mjere-za-gospodarstvo,,,,,,,,,,,,,,,HRV
Prague,,Czech Republic,City,50.087465,14.421254,FALSE,"Prague municipality is considering housing the homeless in 'crisis apartments' so that they too can follow the restrictions imposed on the population by the government. On 20 March 2020, the 'winter season' was over and some accommodation for the homeless reduced their services.",2,Municipal,https://www.irozhlas.cz/zpravy-domov/bezdomovci-nakaza-koronavirem-lide-bez-domova-koronavirus-v-cesku_2003192247_jgrhttps://www. .cz/domaci/clanek/v-praze-kvuli-koronaviru-omezuji-nocleharny-pro-bezdomovce-40317421,,,,,,,,,,,,,,,CZE
,,Czech Republic,Country,,,TRUE,"Extraordinary legislation prohibits rent termination notice for tenants in financial distress caused by the anti-epidemic measures. Rent payments for up to 6 months can be postponed without penalty and all overdue rents have to be paid by April 2021. // A moratorium on repayment of loans and mortgages for all banks and non-banking companies allows both natural and corporate debtors to suspend repayment for three or six months, depending on their choice.",3,Ministerial,https://www.mpsv.cz/documents/20142/1443715/doporu%C4%8Den%C3%BD+postup_%C4%8D._4_n%C3%A1vrh_osoby_bez_p%C5%99%C3%ADst%C5%99e%C5%A1%C3%AD_fin4.pdf; https://blog.mintos.com/moratorium-for-borrowers-international-overview-by-mintos,,,,,,,,,,,,,,,CZE
Aarhus,,Denmark,City,56.149628,10.213405,TRUE,"Aarhus municipality to preemptively set up 13 places (10 for adults and 3 for children) in case they need to quarantine the homeless. The 'winter hostel', run by the municipality and several charities, is to remain open until the end of April instead of closing now at the beginning of spring. Aarhus Municipality and Central Denmark Region have teamed up to test the homeless and vulnerable. The tests are done by medical students, and in Aarhus there will be the possibility of tests twice a week.",3,Municipal,https://www.tv2ostjylland.dk/aarhus/13-saerlige-forsorgspladser-til-hjemloese-smittet-med-coronavirus; https://www.tv2ostjylland.dk/aarhus/noedherberger-til-udsatte-kan-holde-laengere-aabent; https://www.dr.dk/nyheder/regionale/oestjylland/nu-bliver-hjemloese-testet-corona-i-aarhus-og-koebenhavn-mange-e,,,,,,,,,,,,,,,DNK
Copenhagen,,Denmark,City,55.686724,12.570072,TRUE,The Baunehøjhallen sports facility in Sydhavnen has been transformed into an emergency shelter with 50 beds for the homeless. Copenhagen municipality prepares extra places at a ‘hostel’ and has rented a ‘large old nursing home’ to quarantine the homeless who are infected.,2,Municipal,https://www.tv2lorry.dk/lorryland/corona-tiltag-rammer-hjemloese-haardt-vaeresteder-lukker-ned,,,,,,,,,,,,,,,DNK
,,Denmark,Country,,,TRUE,The Danish Ministry of Social Affairs states that municipalities are obliged to provide the homeless with all the necessary services during the coronavirus crisis.,2,Ministerial,https://sim.dk/nyheder/nyhedsarkiv/2020/mar/kommuner-skal-fortsat-sikre-hjemloese-hjaelp-efter-forbud-mod-forsamling-af-10-personer,,,,,,,,,,,,,,,DNK
,,El Salvador,Country,,,TRUE,Three-month suspensions on loan repayments and a 3-month deferral of utility payments.,2,National,https://www.miamiherald.com/news/nation-world/world/americas/haiti/article241525961.html,,,,,,,,,,,,,,,SLV
Helsinki,,Finland,City,60.16741,24.942577,TRUE,"Helsinki municipality says it'll ensure that emergency accommodation for the homeless is provided. The Hietaniemi service centre (52 bed places) is open, and another emergency unit which is normally reserved for Roma people at the Helsinki Diaconate Institute is open for homeless people (there are now less Roma people in Helsinki).",3,Municipal,https://www.hs.fi/kaupunki/art-2000006442491.html; https://feantsa.sharepoint.com/:w:/g/FEANTSA/ETY3cLSRYyxDt1hmpvVNpYIB3p0ZDiFFlA1XwMBRmkFIyw?e=cUAMGc,,,,,,,,,,,,,,,FIN
,,Finland,Country,,,FALSE,"Cash-strapped residents can apply for subsidies such as housing allowance and social assistance from benefits agency Kela, which has compiled an overview of benefits available during the coronavirus epidemic. // Retail bank OP said its mortgage borrowers facing hardship could suspend payments for up to a year without any additional service fees. During the 12-month deferral, customers would still be liable to pay the interest on their mortgage. // Nordea and Danske Bank have announced they were cutting breaks on payments for up to six months. // Property firm SATO, which has some 26,000 rental units in Finland largest cities, has said it could consider setting up payment plans with tenants on a case-by-case basis.",1,,https://yle.fi/uutiset/osasto/news/corona_and_finances_how_to_pay_your_rent_or_mortgage_during_the_pandemic/11269653,,,,,,,,,,,,,,,FIN
,,France,Country,,,TRUE,"The winter moratorium on evictions has been extended until the 31st May. The planned cuts to housing benefit have been put on hold.  The winter moratorium on cutting the water or other utilities has been extended until the 31st of May. // 14,000 emergency shelter beds have been maintained by an extension of the winter programme until the 31 May. Enacted by 30 March 2020: 163,000 accommodation places have been opened, including many hotels. 13 sites dedicated to the containment of infected persons who are homeless have opened for 500 places, 86 potential sites have been identified.",3,National,https://www.francebleu.fr/infos/societe/l-associaton-droit-au-logement-appelle-a-suspendre-le-paiement-des-loyers-1587073741; http://www.leparisien.fr/societe/confinement-le-gouvernement-requisitionne-des-chambres-d-hotels-pour-les-sdf-19-03-2020-8283444.php; https://feantsa.sharepoint.com/:w:/g/FEANTSA/ETY3cLSRYyxDt1hmpvVNpYIB3p0ZDiFFlA1XwMBRmkFIyw?e=cUAMGc; http://www.fr/societe/confinement-le-gouvernement-requisitionne-des-chambres-d-hotels-pour-les-sdf-19-03-2020-8283444.php; https://www.euronews.com/2020/03/20/coronavirus-france-s-homeless-fined-for-not-staying-indoors-during-covid-19-lockdown; https://www.gouv.fr/affichTexte.do;jsessionid=54492FB9F8C24F5292C553DAD59DFBDB.tplgfr24s_1cidTexte=JORFTEXT000041756148&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000041755510,,,,,,,,,,,,,,,FRA
